,name,price,image_url,description,size,brand,rating,review
243,Sony PS5 Demon's Souls,"KSh 4,800",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/6079602/1.jpg?6912,"Entirely rebuilt from the ground up, this remake invites you to experience the unsettling story and ruthless combat of Demon’s Souls™.Discover where the journey began: Experience the original brutal challenge, completely remade from the ground up. All presented in stunning visual quality with enhanced performance, this is the world of Boletaria as you have never seen it before.Become the slayer of demons: Venture to the northern kingdom of Boletaria – a once prosperous land of knights, now beset with unspeakable creatures and ravenous demons. Meet strange characters, unhinged and twisted by the world around them, and unravel the unsettling story of Demon’s Souls.Master the arts of sorcery and war: Perfect and hone your skills in combat – know when to push forward and when to bide your time, as with each missed swing and careless mistake, you risk losing the very souls you’ve worked so hard to collect. The rewards for slaying the strongest foes are immense though, and death does not mean the end – it’s just another state of being.Face the world’s greatest warriors: Face the world's greatest warriors in ferocious PvP combat – with online1 invasions adding to the danger of your quest. Or play cooperatively by summoning allies to aid in your fight against the demons.",,Sony,0 out of 5,
244,Sony The Witcher 3 PlayStation 5.,"KSh 5,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/50/0969602/1.jpg?7004,"Trained from early childhood and mutated to gain superhuman skills, strength, and reflexes, witchers are a counterbalance to the monster-infested world in which they live.Built for endless adventure, the massive open world of The Witcher sets new standards in terms of size, depth, and complexity.Take on the most important contract of your life: to track down the child of prophecy, the key to saving or destroying this world.",,Sony,0 out of 5,
245,Sony Call of Duty: Black Ops Cold War (PS5),"KSh 8,920",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/2079602/1.jpg?6932,"As Elite operatives, you will Follow the trail of a shadowy Figure named perseus who is on a mission to destabilize the global balance of power and change the course of history.Descend into the dark center of this global conspiracy alongside iconic characters woods, Mason and hudson and a new cast of operatives attempting to stop a plot decades in the making.Beyond the campaign, players will bring a cold war arsenal of weapons and equipment into the next generation of multiplayer and Zombies experiences.Includes PS5 version on disc. Not playable on PS4 system or disc less PS5 system.Some features may require an internet connection and an online subscription",,Sony,0 out of 5,
246,Playstation Deathloop,"KSh 9,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/03/609585/1.jpg?2385,"Deathloop is a next-gen FPS from arkane Lyon, the award-winning studio behind DishonoredIn deathloop, two Rival Assassins are trapped in a mysterious timeloop on the island of blackreef, doomed to repeat the same day for EternityAs colt, the only chance for Escape is to end the cycle by assassinating eight key targets before the day resetsLearn from each cycle - try new paths, Gather Intel, and find new weapons and abilitiesDo whatever it takes to break the loop",,Playstation,0 out of 5,
247,Playstation 5 Pulse 3D Wireless Headset-White,"KSh 19,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/609585/1.jpg?2384,"Sleek design perfectly complements the PS5's look. Refined earpads and a headband strap add extra comfort. Dedicated mic monitoring button lets you easily check how you sound to your teammates.Rechargeable battery lets you enjoy up to 12 hours of wireless play before needing to recharge. Specifically tuned to deliver the 3D Audio technology and immersive soundscapes made possible by the PS5 console.Easy-access controls let you adjust your setup as you play with built-in controls including mic mute, master volume, in-game audio, chat mix, and more. Dual hidden microphones ensure you're heard by your friends online with two built-in microphones, optimally positioned for clear voice capture and enhanced by noise-cancelling technology.Comfortable over-ear wireless gaming headset is designed for PlayStation 5 and PlayStation 4 consoles, as well as compatible Windows and macOS computers, PlayStation VR, mobile devices, and more.Connect to PS5 and PS4 consoles as well as compatible Windows and macOS computers with the included adapter, or simply plug the headset into PlayStation VR and compatible mobile devices with the included 3.5mm jack audio cable.",,Playstation,0 out of 5,
248,Sony PS5 Ghost Of Tushima,"KSh 8,400",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/7089602/1.jpg?8535,"Beyond war, ancient beauty endures: Roam vast countryside and expansive terrain to encounter rich characters, discover ancient landmarks and uncover the hidden beauty of Tsushima.The rise of the Ghost: Seek support from old friends and new unlikely allies to reclaim Tsushima.Mud, Blood and steel: challenge opponents with your katana for an immersive Samurai combat experience.Become legends together: play with friends or via online matchmaking in a series of two-player story missions or four-player wave-based survival missions in the legends online co-opA whole new island to explore: Travel to Iki Island to investigate rumors of a Mongol presence in a brand-new story with deeply personal stakes.",,Sony,0 out of 5,
249,Sony Hogwarts Legacy - PlayStation 5,"KSh 7,760",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/4134012/1.jpg?2362,"EXPLORE AN OPEN WORLD. The wizarding world awaits you. Freely roam Hogwarts, Hogsmeade, the Forbidden Forest, and the surrounding Overland area.BE THE WITCH OR WIZARD YOU WANT TO BE. Learn spells, brew potions, grow plants, and tend to magical beasts along your journey. Get sorted into your house, forge relationships, and master skills to become the witch or wizard you want to be.EXPERIENCE A NEW WIZARDING WORLD ADVENTURE. Experience the wizarding world in an unexplored era to uncover a hidden truth from its past. Battle against trolls, Dark Wizards, goblins, and more as you face a dangerous villain threatening the fate of the wizarding world.Please note that although this game is Region Free or Region Unlocked and will work on all systems, this is the international version and may differ from the local version in age rating, labeling or instructions. DLC content may not work unless using an EU Playstation account as stated this is an EU Import Region Free Version",,Sony,0 out of 5,
250,Sony Marvel&rsquo;s Spider-Man: Miles Morales &ndash; PlayStation 5,"KSh 6,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/43/7089602/1.jpg?8533,"Stunning Visuals: Travel to a snowy Marvel’s New York in Marvel’s Spider-Man: Miles Morales, realized in beautiful 4K and HDR.* Experience reflections on buildings with ray tracing, and improved lighting, shadow, and character detail. An optional 60fps performance mode brings the Spider-Man universe to life.Fast Loading: Marvel’s Spider-Man: Miles Morales takes advantage of fast loading, using ultra-high speed SSD. Zip across Marvel’s New York in no time and reload almost instantlyAdaptive Triggers: Feel Spider-Man’s webs on your fingertips with the DualSense controller’s adaptive triggers in Marvel’s Spider-Man: Miles Morales.Haptic Feedback: Each one of Miles Morales’s punches, web shots and venom blasts is felt in your hands with the immersive haptic feedback of the DualSense wireless controllerTempest 3D AudioTech: Hear the city come alive around you in Marvel’s Spider-Man: Miles Morales with 3D spatial audio enabling you to hear what’s happening around you from the rooftops to the city streets. The sounds of the city immerse you in Marvel’s New York and bring blockbuster Spider-Man moments to life with the PS5 console’s Tempest 3D AudioTech",,Sony,0 out of 5,
251,Sony Mirage Playstation 5.,"KSh 8,300",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/9659902/1.jpg?8707,"Discover a tightly crafted, narrative-driven action-adventure experience that follows the transformation of a defiant young man into a refined Master Assassin.Journey to Alamut, the legendary home of the Assassins who laid the foundations of the Creed in this heartfelt homage to the game that started it all.Experience a modern take on the iconic features and gameplay that have defined a franchise for 15 years as you parkour seamlessly through the city and stealthily take down targets with more visceral assassinations than ever before.Explore an incredibly dense and vibrant city whose inhabitants react to your every move, and uncover the secrets of four unique districts as you venture through the Golden Age of Baghdad.If you already own the PS4 version of this game, you can get the PS5 digital version at no extra cost and you do not need to purchase this product. Owners of a PS4 disc copy must insert it into the PS5 every time they want to download or play the PS5 digital version. PS4 game disc owners who buy the PS5 Digital Edition disc-free console will not be able to get the PS5 version at no extra cost.",,Sony,0 out of 5,
252,Sony PS5 DualSense Wireless Controller - White,"KSh 11,790",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/0032112/1.jpg?7264,"Haptic feedback - Feel physically responsive feedback to your in-game actions with dual actuators which replace traditional rumble motors. In your hands, these dynamic vibrations can simulate the feeling of everything from environments to the recoil of different weapons. .Operating temperature : 41 °F to 95 °F (5 °C to 35 °C)Adaptive triggers - Experience varying levels of force and tension as you interact with your in-game gear and environments. From pulling back an increasingly tight bowstring to hitting the brakes on a speeding car, feel physically connected to your on-screen actions.Built-in microphone and headset jack - Chat with friends online using the built-in microphone or by connecting a headset to the 3.5mm jack. Easily switch voice capture on and off at a moment’s notice with the dedicated mute button. Internet and account for PlayStation Network required.DualSense Controller PS5 and PC compatible. Not compatible with PS4.",,Sony,0 out of 5,
253,Sony PlayStation PS5 Console – God of War,"KSh 8,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/28/9025012/1.jpg?2296,"Embark on an epic and heartfelt journey alongside Kratos and Atreus with the PlayStation 5 Console – God of War Ragnarök Bundle..Memory storage capacity : 512 MBBundle includes: PlayStation 5 console, DualSense Wireless Controller, Base, HDMI Cable, AC power cord, USB cable, God of War Ragnarok full game voucherDualSense Wireless Controller integration: Feel your journey through the Norse realms, made possible by immersive haptic feedback and adaptive trigger functionality.Stunning visuals: Bask in the beautiful worlds you travel through, brought to life by stunning art direction and arresting attention to detail. Behold enhanced reflections, lighting and shadows, as well as increased geometric detail and enhanced deformable snow.Fully optimized for 3D Audio*: Immerse yourself in the unique soundscapes of the Nine Realms as sounds reverberate and echo throughout the environment. Use highly accurate spatial audio to hear enemies approaching from any direction, including above and below you. *3D audio with stereo headphones (analog or USB)",,Sony,0 out of 5,
254,Sony PS4 Ghost Of Tushima New,"KSh 7,100",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/6079602/1.jpg?6912,"Beyond war, ancient beauty endures: Roam vast countryside and expansive terrain to encounter rich characters, discover ancient landmarks and uncover the hidden beauty of Tsushima.The rise of the Ghost: Seek support from old friends and new unlikely allies to reclaim Tsushima.Mud, Blood and steel: challenge opponents with your katana for an immersive Samurai combat experienceBecome legends together: play with friends or via online matchmaking in a series of two-player story missions or four-player wave-based survival missions in the legends online co-opA whole new island to explore: Travel to Iki Island to investigate rumors of a Mongol presence in a brand-new story with deeply personal stakes.",,Sony,0 out of 5,
255,Sony Far Cry 6 PlayStation 5,"KSh 5,100",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/3869602/1.jpg?7046,"Play as Dani Rojas, a local Yaran, as you fight alongside a modern-day guerrilla revolution to liberate YaraFight against Castillo’s regime in the most expansive Far Cry to date, through jungles, beaches, and Esperanza, the capital city of YaraEmploy an arsenal of resolver weapons, backpacks, and vehicles to take down Castillo’s ruthless regime.",,Sony,0 out of 5,
256,Sony PS4 Dirt 5,"KSh 4,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/9969602/1.jpg?6953,Sony DIRT 5 (PS4)Push the limits with incredible carsCompete or co-operate in off-road actionCreate and capture with new features,,Sony,0 out of 5,
257,Sony Uncharted PlayStation 5.,"KSh 6,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/0969602/1.jpg?7006,"DualSense Wireless Controller Features: Feel the action unfold with the DualSense wireless controller's haptic feedback through punches, vaults, and vehicular traversal. Experience the tension in rope swings via dynamic adaptive triggers.Fast Loading: Jump back into the adventure quickly with the PS5 console's Ultra-High Speed SSD and near-instant load times.3D Audio: Hear the world of UNCHARTED: Legacy of Thieves Collection come to life around you with 3D Audio.Fidelity Mode: Play in a super sharp native 4K resolution with a 30fps target framerate.Performance Mode: Play with a smooth 60fps target framerate. 4K-TV players will experience a 4K resolution upscaled from a 1440p base resolution. 1080p HD-TV players will experience a 1080p resolution supersampled from a 1440p base with improved anti-aliasing..Performance+ Mode: Play with a high impact 120fps target framerate and a 1080p resolution.",,Sony,0 out of 5,
258,Sony PS4 Lego Marval Super Heros,"KSh 3,750",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/7089602/1.jpg?8534,"Join your favourite Super Heroes and Super Villains from different eras and realities as they go head-to-head in the all-new, adventure, LEGO Marvel Super Heroes 2!Play as the Guardians of the Galaxy, Spider-Man, Thor, Hulk, and dozens of other Marvel Super Heroes and Villains in this cosmic battle.Travel across lands -- from Ancient Egypt to The Old West, Planet Hulk and New York City in 2099.Play as 1 or 2 playersGreat for Kids.",,Sony,0 out of 5,
259,Sony PS4 Just Cause4,"KSh 3,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/7089602/1.jpg?8533,"Bring the Thunder: Soar through the skies with your wingsuit - Skydive, Base Jump and Free Dive with no limits!Rico's Ultimate Mission: Spearhead the rebellion and defeat the Black Hand, a hi-tech private military organisation.Huge South American World: Explore the remote South American country of Solis, home of conflict, secrets, and danger.Creative Destruction at its best: Customise your new grapple hook with evolved and brand-new capabilities, allowing you to create your own personal stunts, destructive methods and overall play style.",,Sony,0 out of 5,
260,Sony PS4 Mortal Kombat 11 Ultimate,"KSh 4,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/0469602/1.jpg?6224,"Experience 2 robust and critically acclaimed story campaigns from Mk11 and Mk11: aftermathPlay as the complete 37-character roster including newly added fighters mileena, RaiN and ramboThousands of Skins and weapons and Gear for an unprecedented level of Fighter customizationIncludes all previous guest fighters such as Terminator Joker spawn and robocop",,Sony,0 out of 5,
261,Sony PS5 Tekken 8.,"KSh 11,450",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/9710602/1.jpg?2880,"Both new and returning characters (32) are stunningly portrayed in high-detailed character modelsTEKKEN 8 continues the tragic saga of the Mishima and Kazama bloodlines and their world-shaking father-and-son grudge matchesTEKKEN 8 will feature exciting new gameplay focused on “Aggressive” tactics including the new “Heat System”In the new single-player mode ‘Arcade Quest’, players can create their own avatar and conquer their rivals in a variety of different arcadesWith a wide variety of customizations to playable characters, avatars, HUD elements, and music – players can tailor their own experience",,Sony,0 out of 5,
262,Sony PS5 Call of Duty®: Modern Warfare® II,"KSh 8,450",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/8969602/1.jpg?6954,"A rebuilt, advanced AI systemEnhanced rendering and photogrammetry technologyA new Gunsmith system allowing for more customization than ever.Trail blazing innovations to set the foundation for next-generation gameplay.",,Sony,0 out of 5,
263,Sony Godfall - PlayStation 5.,"KSh 5,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/69/8969602/1.jpg?6955,"Master all five weapon classes, each with unique play styles and a variety of longswords, polearms, war hammer, greatswords, and dual bladesLevel up, learn new skills, and uncover legendary weapons with devastating effects on the battlefieldUnlock 12 valorplates: divine, zodiac-inspired Suits of armor that empower you to shred every enemy between you and MacrosTest your skills in the tower of trials and challenge yourself against the toughest foes and earn top-tier lootFight solo, or alongside friends with three-player pve online co-op play",,Sony,0 out of 5,
264,Sony Riders Republic PlayStation 5.,"KSh 6,600",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/0810602/1.jpg?2880,"Battle against over 50 players simultaneously in a massive multiplayer playground.Compete in an all-out mass start race—collide, grind, and fight your way to the finishCustomize your character to show off your style to your friends or show up the competition.Bike, ski, snowboard, or wingsuit through a seamless open world in Career mode or multiplayer events.Go wild on the heights of iconic US national parks like Yosemite, Zion, and Bryce Canyon.",,Sony,0 out of 5,
265,Sony Mortal Kombat 1 - PlayStation5,"KSh 8,300",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/73/4659902/1.jpg?8751,"A New Universe - Discover a new beginning, as crafted by the Keeper of Time and protector of Earthrealm, Fire God Liu Kang.Origins Reimagined - Familiar characters return with all new intertwined histories, interacting in brand new ways.New Kameo Fighters - Choose from a unique roster of Kameo fighting partners to assist you in battle.Immersive Story Campaign - Fight through a brand new story featuring your favorite Mortal Kombat characters like you’ve never seen them before.The Ultimate Fighting Franchise Returns - The Fight for Earthrealm is upon us. This is Mortal Kombat.Some features may require an internet connection and an online subscription.",,Sony,0 out of 5,
266,Sony PS4 Horizon,"KSh 7,100",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/17/7089602/1.jpg?8532,Brand: Sony Platform: Sony PlayStation 4 GamesDveloped by the award winning Guerrilla GamesPS4 Horizon,,Sony,0 out of 5,
267,Sony Snow Runner - PlayStation 5.,"KSh 7,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/56/9869602/1.jpg?7005,"Ride solo or with other players in 4-player co-operative!Face extreme environments in a highly advanced physics engine40 unique vehicles to unlock, upgrade, and customizeComplete dozens of challenging missions across an interconnected worldGo solo or play with other players in 4-player co-op",,Sony,0 out of 5,
268,Sony PS5 Grand Theft Auto 5.,"KSh 4,900",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/0969602/1.jpg?7004,"STUNNING VISUALS — Enhanced levels of fidelity and performance with new graphics modes featuring up to 4K resolution, up to 60 frames per second, HDR options, ray tracing, improved texture quality, andFASTER LOADING — Quicker access to the action as the world of Los Santos and Blaine County load in faster than ever beforeADAPTIVE TRIGGERS AND HAPTIC FEEDBACK — Feel every moment through the DualSense controller, from directional damage to weather effects, rough road surfaces to explosions, and moreTEMPEST 3D AUDIO — Hear the sounds of the world with pinpoint precision: the throttle of a stolen supercar, the rattle of neighboring gunfire, the roar of a helicopter overhead, and more",,Sony,0 out of 5,
269,Sony Playstation 5 Media Remote,"KSh 6,600",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/8969602/1.jpg?6954,"Media playback controls - Quickly navigate media with built-in play/pause, fast forward and fast reverse buttons.Seamless console compatibility - Power on your PS5 console and navigate its menus directly with the remote for ultimate convenience.TV settings - Adjust the volume and power settings of compatible TVs with the built-in IR transmitter. PS5 system software update may be required.Compatible Devices    Television",,Sony,0 out of 5,
270,Sony Call of Duty: Modern Warfare II - PlayStation 4,"KSh 8,300",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/0969602/1.jpg?7003,"Call of Duty: Modern Warfare II - PlayStation 4Modern Warfare II - Call of Duty Modern Warfare II drops players into an unprecedented global conflict that features the return of the iconic operators of Task Force 141Features - Infinity Ward brings fans state-of-the-art gameplay, with all-new gun handling, advanced AI system, a new Gunsmith and a suite of other gameplay and graphical innovations that elevate the franchise to new heights.Launch Content - Modern Warfare: II will launch with a globe-trotting single-player campaign, immersive Multiplayer combat and a narrative-driven, co-op Special Ops experience",,Sony,0 out of 5,
271,Sony PS5 Returnal..,"KSh 6,000",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/4479602/1.jpg?6706,"Play station 5After crash-landing on a shape-shifting world, Selene must search through the barren landscape of an ancient civilization for her escape.Isolated and alone, she finds herself fighting tooth and nail for survival. Again and again, she’s defeated –forced to restart her journey every time she dies.",,Sony,0 out of 5,
272,Sony Sackboy: A Big Adventure – PlayStation 5.,"KSh 7,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/9869602/1.jpg?7006,"Face thrilling, unpredictable challenges as you explore distinctive hand-crafted lands through deeply immersive and expressive controls.PERILOUS PLATFORMING EXPERIENCE - Explore here, there and everywhere as you utilize Sackboy’s cool, diverse move-set to face a huge variety of thrilling challenges, fierce enemies and startling surprises.RE-STUFFED. RE-STITCHED. RE-ZIPPED - Sackboy returns to the big time stuffed with fresh moves and game-changing gadgets in an awe-inspiring and downright fun 3D adventure in this new, but familiar world.",,Sony,0 out of 5,
273,Sony PS5 WRC 10.,"KSh 6,600",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/8969602/1.jpg?6955,"WRC 10 includes never-before-seen content for WRCThe 4 new 2021 rallies: Estonia, Croatia, Belgium and Spain6 historic rallies including Acropolis, San Remo, Germany and Argentina120 special stages52 official teams from the 2021 season (WRC, WRC2, WRC3, Junior WRC)20 legendary cars from Alpine, Audi, Lancia, Subaru, Ford, Mitsubishi, Toyota, and more...",,Sony,0 out of 5,
274,Sony Unbound - PlayStation 5.,"KSh 7,200",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/8969602/1.jpg?6954,"Prove you have what it takes to win The Grand, Lakeshore’s ultimate street racing challenge.All-new, unique visual style that blends elements of the freshest street art with the most realistic looking cars.Pack your garage with precision-tuned, custom rides and light up the streets with your unique style.Separate single and multiplayer campaigns deliver hours of electric, adrenaline-pumping action.",,Sony,0 out of 5,
275,Nintendo Mario Kart 8,"KSh 9,400",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/8969602/1.jpg?6954,"Hit the road in the Mario Kart 8 Deluxe game and race for the cup on dozens of courses This bundle includes the Mario Kart 8 Deluxe – Booster Course Pass DLC, which doubles the number of courses you can race on The revamped Battle mode features Balloon Battle, Bob-omb Blast, Renegade Roundup, Coin Runners, and Shine Thief Race or battle in up to 8-player Local Wireless or up to 12-player online multiplayer Compete with players from around the world in online races, battles, and tournaments Guest characters Inkling Girl and Inkling Boy join Splatoon karts and the Urchin Underpass Battle course",,Nintendo,0 out of 5,
276,Sony UFC 5 - PlayStation 5.,"KSh 11,300",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/0810602/1.jpg?2879,"EA SPORTS UFC 5 is as real as it gets.Your favorite fighters now have unparalleled character likenesses to complement next-level environment fidelity that’ll make their walk to the Octagon feel like a PPV main event.The all-new Real Impact System brings the intensity and strategy of a fight to life, as cuts and strikes absorbed can affect mobility, defence, stamina, and more.Take too much damage, and the doctor could stop the fight. For lovers of the ground game, Seamless Submissions makes grappling feel more fluid and realistic than ever before.UFC 5 updates with fresh new Fight Week content, features, and challenges every single month around real-world UFC events. Plus, Alter Egos offer new versions of your favourite fighters to play with every month.",,Sony,0 out of 5,
277,Playstation The Nioh Collection,"KSh 9,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/55/219585/1.jpg?5399,"Defy Death and Unleash your Darkness. In this expansive collection, journey through Sengoku-era Japan to face nightmarish foes and legendary warriors in blisteringly fast hardcore combat.Master the way of the samurai in Nioh, then unleash your inner darkness in Nioh 2 – each expertly remastered and enhanced for PS5.Discover the complete Nioh saga with all six major expansions included. Battle the Yokai threat at a targeted 120fps* with ultra-fast load times. (*gameplay at 120fps requires a compatible monitor that can support this feature)",,Playstation,0 out of 5,
278,Playstation Ratchet & Clank Rift Apart,"KSh 9,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/219585/1.jpg?5399,"The intergalactic adventurers are back with Ratchet & Clank: Rift apart. Help them stop a robotic Emperor intent on conquering cross-dimensional worlds, with their own universe next in line.Built from the ground up by acclaimed studio insomniac games, go above and beyond with the mind-blowing speed and immersive features of the PS5 Console.Brand-new haptic feedback and adaptive trigger Technology creates astonishing physical sensations, bringing in-game actions to life in your hands via the dual sense wireless Controller.",,Playstation,0 out of 5,
279,Playstation Death Stranding :Director's Cut,"KSh 9,995",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/219585/1.jpg?5401,"Remastered for the Playstation 5 Console - Take on the trials of Sam bridges with advanced combat, more character actions and a competitive Ranking system for special player challenges.Expanded content - Make use of additional weapons and vehicles, take on new enemy types and explore new locations such as the firing range and racetrack, featuring extra missions and minigames.New discoveries - experience an extended storyline through new missions in an expanded area.Unique social strand system - stay connected with other players from around the globe. (Internet and account for Playstation network required.)",,Playstation,0 out of 5,
280,AILYONS AFK-112 Water Dispenser Hot Cold And Normal With Storage Cabinet,"KSh 6,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/25/8192421/1.jpg?2210,3 TAPS - STAND WATER DISPENSERModel: AFK-122 Rated Voltage/Frequency: 220V/ 50HzRated Power Input: 640WRated Power Input (Heating): 550WRated Power Input (Cooling): 90WRated Current (Cooling): 0.75ARefrigerant: R134a/35gClimate Class: STProtection Class: ⅠG.W: 7.7KGN.W: 6.7KGDimension:320x320x990MM,,AILYONS,4.1 out of 5,"decided to risk.....i love | I love the product  all the taps are working  and   has a freezer that makes the water really cold appropriate for hot areas

 | It works perfectly
"
281,Nunix 92L Single Door Fridge Energy Efficient BC-92,"KSh 17,500",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/8914171/1.jpg?8481,Compact and stylish designCapacity of 92 litersAdjustable thermostatEnergy efficientSingle doorManual defrostStainless steel finish,,Nunix,4.2 out of 5,Not bad for the price. | I like the size; it's very manageable. | Fast n reliable services 
282,AILYONS FK-0310 Stainless Steel 2.2L Electric Water Kettle-Black (1YR WRTY),KSh 899,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/983927/1.jpg?4777,Capacity: 2.2LPower: 1500WVoltage: AC 220V-240V 50HzCool Visual design  & illuminating lightSafe Safety lock lid & Boil-dry protectionDurable Cold and heat resistant Stainless steelConvenient easy-clean flat heating element,,AILYONS,4.1 out of 5,Satisfied  | its working well.the cable is short tho. | I like it.
283,AILYONS HD-198A Electric Dry Iron Box White & Blue (1YR WRTY),KSh 799,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/591474/1.jpg?4007,1000WCompact designNon-stick soleplateOverheating protectionTemperature controlEasy to use,,AILYONS,3.9 out of 5,works perfectly | Does Good job | Awesome 
284,Nunix Baking batter dispenser,KSh 110,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/97/8987581/1.jpg?5176,Not Available,,Nunix,4.5 out of 5,Iko fine  | It's great  | Pancakes making has never been easier 
285,AILYONS FK-0306 Stainless Steel 1.8L Electric Kettle-White (1YR WRTY),KSh 759,https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/58/628916/1.jpg?1350,Capacity: 1.8LPower: 1500WVoltage: AC 220V-240V 50HzCool Visual design  & illuminating lightSafe Safety lock lid & Boil-dry protectionDurable Cold and heat resistant Stainless steelConvenient easy-clean flat heating element,,AILYONS,4.1 out of 5,"Looks nice and works great | Thanks jumia.
It's was smart more than i excepted. 
Congratulations and keep it up.
I love you services. 
AM SORRY I LET YOU DOWN WHEN I FAILED TO PICK MY ORDER.
I WAS AWAY IN WAJIR FOR JOB AND JUMIA CUSTOMER CARE WAS RUDE TO ME WHEN I REQUESTED TO SEND MY DETAILS TO SOMEONE AND PICK THEM ON MY BEHALF. I DECIDED TO LET IT GO.
THANKS ALOT | Perfectly working"
286,Lyons FY-1731 Blender 2 In 1 With Grinder Machines  1.5L,"KSh 1,599",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/01/953072/1.jpg?3095,1.5Loff switch with 3 speed switches pulse switch the stainless steel bladesLeak resistant lid durable pure copper motor,,Lyons,4 out of 5,Try and prevent leakage from Jag to blender as this can be dangerous. My product is hardly one week old yet I experience leakages. | Delivery done on time | Not working
287,"AILYONS GS014-1, 2 Burner Glass Top & Infrared Double Burner (1YR WRTY)","KSh 2,399",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/923415/1.jpg?0526,Tempered Glass SurfaceAuto Ignition with piezoWhirlwind burner for more durability and efficiencyExquisite finishStain-resistantHoneycombo Straight-HoleUniform Healing BetterBlack Porcelain Enamel GrillHigh Temperature Resistant,,AILYONS,4.1 out of 5,It's easy to use and time consuming  | It's affordability  | Easy to clean after use easy to regulate just love it ????
288,AILYONS AFK-111 Water Dispenser Hot And Normal With Storage Cabinet,"KSh 3,499",https://ke.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/6690811/1.jpg?0296,Description: STAND DISPENSERRated Voltage/Frequency): 220v/50Hz(Rated Power Input): 638W(Rated Power Input(Heating)): 550WRated Current(Cooling)): 0.7A(Climate Class):T(Protection Class): 1(G.W.): 4.25KG(N.W.):3.05KG(Dimension)：850 x 350 x 350MM,,AILYONS,4 out of 5,It's 100% perfect | It's okay but next time i will be more keen juu i wanted a hot and cold but this is hot and normal aitoi maji cold | it is good for that price
